smoothing,episodes,avg_steps,std_steps,best_steps,success_rate,avg_reward,avg_height,min_height,avg_action_norm,avg_action_delta
0.0,6,930.1666666666666,79.91540666368546,1000,0.5,853.3603758455087,-0.028130848843447687,-0.48656546888935176,0.5414224112755152,0.09913332036977214
0.2,6,333.3333333333333,151.58129465369035,528,0.0,298.324168431593,-0.04933645661292996,-0.4868278711861793,0.5764640382890234,0.10635372629264922
0.4,6,164.16666666666666,53.985852056091716,269,0.0,147.74465611531153,-0.04683618999710729,-0.47785015695899336,0.5860266131690067,0.10356461856205008
