epoch,train_loss,val_loss,elapsed_sec
1,0.04450249840124561,0.005261616334849615,0.5865442752838135
2,0.0039885054526927945,0.00336901269060312,1.1750600337982178
3,0.0027260369518563483,0.00261761118433898,1.784930944442749
4,0.002123300203333457,0.00206414006850859,2.405264139175415
5,0.0017390405939975249,0.0017768872063312255,3.0286953449249268
6,0.0014423269018071134,0.0016751162231829065,3.652092933654785
7,0.0012368898942528037,0.003151997061788187,4.276031494140625
8,0.0011547920303404354,0.0012921920816909192,4.901598691940308
9,0.0010092573044390176,0.0013290673016888809,5.54319167137146
10,0.0009015130594903871,0.0009000461306894504,6.184361934661865
11,0.0008146712108672903,0.0010977033452024753,6.836416482925415
12,0.0007865438825441912,0.0008806317751413753,7.490901231765747
13,0.0007368576134177157,0.0007996912750922427,8.161947011947632
14,0.0006354411300747825,0.0007962179742311423,8.849349737167358
15,0.0006287917922497891,0.0007068042468745261,9.488048315048218
16,0.0006059775778543228,0.0006729584125377521,10.094791650772095
17,0.0005215745269188497,0.0006394664417286226,10.706584215164185
18,0.0005369586914706345,0.0006266406076353137,11.320487022399902
19,0.0005089617272007306,0.0005688537560591969,11.939440727233887
20,0.0004663200055999598,0.0008961396384689533,12.565173625946045
21,0.0004886854935110883,0.0007028659493249806,13.203087568283081
22,0.000427496818879161,0.0005727948965740543,13.837040185928345
23,0.0004129905415254053,0.000512236641952768,14.475372314453125
24,0.00037149928388194726,0.0004858441917591174,15.099605083465576
25,0.00039769173330127505,0.0006645348079980033,15.707254886627197
26,0.00039010547338977467,0.0004795690345625051,16.320075273513794
27,0.00034351482245023737,0.0004697787920617251,16.932564735412598
28,0.0003551504460904307,0.0003910364801965984,17.545743227005005
29,0.0003617018803034704,0.0005307591739817983,18.15045714378357
30,0.00034747826665031394,0.0005686685543866899,18.746206283569336
31,0.00032589103948077957,0.0004997038701696533,19.370654582977295
32,0.0003468773698585983,0.00039139401504351416,19.961388111114502
33,0.0003233901131117103,0.0003377913924367344,20.629700183868408
34,0.0002818666081451558,0.00041122183821140493,21.227229595184326
35,0.00031863673846386137,0.0005029699558103339,21.82078218460083
36,0.00031466005792537817,0.0004155121158286811,22.421142578125
37,0.00028396114801278356,0.00036369337106441867,23.02520489692688
38,0.0002601926832217366,0.0003928017297456088,23.641363859176636
39,0.00026631523139429645,0.0004576779942505675,24.245527744293213
40,0.00028525106966854056,0.00038040762537312284,24.85581088066101
41,0.0002793846846247217,0.0002934870986515491,25.45995044708252
42,0.00027548369812814837,0.00038291102616393446,26.072267293930054
43,0.0003191873663385509,0.00041293269693792525,26.834054231643677
44,0.00021898441300087702,0.0003951665362537709,27.484113931655884
45,0.000246497945630917,0.00032364152083792314,28.11995530128479
46,0.00023284102544581263,0.00046774786838059185,28.766865015029907
47,0.00029522903843227916,0.0002985221985506507,29.378983736038208
48,0.00023284019677700422,0.00048188588072109635,30.022432327270508
49,0.00026661586192155333,0.0003432208555013743,30.65422797203064
50,0.00022632187714401525,0.00040386262264314896,31.294212341308594
