epoch,train_loss,val_loss,elapsed_sec
82,1.0437143643071867e-05,1.8277902902038385e-05,46.57369661331177
83,1.0812347520808277e-05,2.0038715003373667e-05,47.15617656707764
84,1.1120964522989945e-05,1.786001396944409e-05,47.771244764328
85,1.21552264974566e-05,1.7427360288348622e-05,48.39555788040161
86,1.130853178010831e-05,1.6074443419135684e-05,49.02448511123657
87,1.0192203370216578e-05,1.4551880984164441e-05,49.637232303619385
88,1.0792394418742403e-05,1.69166832096426e-05,50.273130893707275
89,1.0609246874373174e-05,1.6021390238856377e-05,50.91786742210388
90,1.196562530653588e-05,1.5818591893111248e-05,51.55021142959595
91,1.0639667060388366e-05,1.6992618770064503e-05,52.1641845703125
92,1.0632587927016568e-05,1.91392866695481e-05,52.78870916366577
93,1.1847857510878465e-05,1.8807877092478543e-05,53.400169372558594
94,9.505745726409268e-06,1.5541288294001257e-05,54.01253056526184
95,1.0140015824719577e-05,1.8467800468379556e-05,54.63320803642273
96,9.355648479993197e-06,1.7356483677079418e-05,55.25030493736267
97,9.68554421199598e-06,1.7320788623393023e-05,55.86746835708618
98,9.660762521197845e-06,1.5196771626137831e-05,56.51268696784973
99,1.0241065792913829e-05,1.601216749056416e-05,57.25337743759155
100,1.0112102995009218e-05,1.918036723279179e-05,58.00000500679016
101,1.1467004909015338e-05,1.6333016665618132e-05,58.66996741294861
102,1.0527103332394083e-05,1.4965818248623968e-05,59.29257535934448
103,8.688039471712945e-06,1.2957910240413784e-05,59.944608211517334
104,1.036424622109447e-05,1.7560698393889986e-05,60.69541525840759
105,1.0418377637172478e-05,1.6796119573111263e-05,61.43035578727722
106,1.1120801236727904e-05,1.938387158818991e-05,62.20416045188904
107,9.32507195677852e-06,1.833739898307912e-05,62.98520851135254
108,1.052401680957259e-05,1.669742235933398e-05,63.62570309638977
109,8.999691444638628e-06,1.674200680847921e-05,64.27047801017761
110,1.1114896736103583e-05,1.4587473736965773e-05,64.88510990142822
111,9.33783271372236e-06,2.1497914853562526e-05,65.51782250404358
112,9.271314476686697e-06,1.3794861353767661e-05,66.1511058807373
113,8.69205753794483e-06,1.4207878842781507e-05,66.7678804397583
114,8.578977007747103e-06,1.567200821181693e-05,67.38669013977051
115,9.770743311843564e-06,1.3912331188650938e-05,68.01804804801941
116,8.237707966043834e-06,1.7557679331983748e-05,68.66231560707092
117,1.1228542194722001e-05,1.9468728180671157e-05,69.28808498382568
118,1.0028204760252824e-05,1.4095095340525393e-05,69.90917491912842
119,9.142962353623985e-06,1.8579397667192005e-05,70.52205920219421
120,8.91832732799602e-06,1.378569839036135e-05,71.13335490226746
121,8.446555062973654e-06,1.6573767206403928e-05,71.72909045219421
122,9.661446164828723e-06,1.3448563722589295e-05,72.34366655349731
123,9.964684755314969e-06,1.647819086037653e-05,72.96755170822144
124,9.775375153335386e-06,1.4713095050508486e-05,73.59700584411621
125,9.255718399067418e-06,1.4531551262078647e-05,74.24024558067322
126,8.595936609702776e-06,1.6054491217939266e-05,74.87096166610718
127,9.196130393977042e-06,1.4504056655858199e-05,75.51323652267456
128,8.157290349350287e-06,1.6354369039664228e-05,76.12740874290466
129,1.0604932381153257e-05,1.3214645352053583e-05,76.73265862464905
130,8.669829831762963e-06,1.3862003245926242e-05,77.34649062156677
131,8.278936927065758e-06,1.4790252344373354e-05,77.93381381034851
132,9.000094292676835e-06,1.3202207067974363e-05,78.531259059906
133,7.936498429179906e-06,1.3633330823561469e-05,79.13488817214966
134,9.184593958556311e-06,1.5347055223979693e-05,79.75369238853455
135,9.071163418911529e-06,1.3000566762261596e-05,80.37873721122742
136,8.194848301361769e-06,1.3473944179593996e-05,81.02165675163269
137,8.541882143269153e-06,1.2566638838794876e-05,81.70011234283447
138,1.091833693874632e-05,1.2833056114433493e-05,82.32640480995178
139,8.193280598370563e-06,1.616356984172105e-05,82.9618604183197
140,8.484883396951378e-06,1.5857838120667375e-05,83.57921957969666
141,8.53653211332932e-06,1.2576746795977808e-05,84.18919396400452
142,7.647783967115448e-06,1.3156179440695176e-05,84.80871438980103
143,8.194004548162406e-06,1.4093573168747177e-05,85.4221498966217
144,8.220123388677015e-06,1.517492547705681e-05,86.03906059265137
145,9.139961413382206e-06,1.295236456193195e-05,86.64732599258423
146,7.77826398960245e-06,1.3510323046657619e-05,87.426349401474
147,9.445560403409169e-06,1.4436932389476688e-05,88.21123671531677
148,9.15296697840472e-06,1.2873485594596626e-05,88.92768812179565
149,7.455791299830257e-06,1.4954212267322781e-05,89.58126282691956
150,1.143528772544074e-05,1.229305382965529e-05,90.34912252426147
151,7.32829279856557e-06,1.3414883965254641e-05,91.06365847587585
152,7.426345628670814e-06,1.234514672168062e-05,91.7735915184021
153,7.655015549814812e-06,1.469083784436004e-05,92.63124370574951
154,7.2384251992140745e-06,1.3228983898673654e-05,93.30373215675354
155,8.185770115343444e-06,1.3805135650623993e-05,94.05200481414795
156,7.497976522614181e-06,1.690722739469861e-05,94.75918769836426
157,9.544286158619472e-06,1.189504129360091e-05,95.42582368850708
158,7.330084774087746e-06,1.7815882851601037e-05,96.08644795417786
159,8.385188555522631e-06,1.2910272772974686e-05,96.74908423423767
160,7.674809559319055e-06,1.744549161783284e-05,97.41985607147217
161,8.286489754626151e-06,1.2910368816766451e-05,98.07366299629211
162,7.856260608401825e-06,1.321968549538862e-05,98.73240447044373
163,8.183482580711724e-06,1.564200516740233e-05,99.35136008262634
164,7.317267830420898e-06,1.5933336876111718e-05,99.98264408111572
165,8.995810675785037e-06,1.4003863650688362e-05,100.62237000465393
166,7.3406960834113405e-06,1.2080744771175219e-05,101.26067590713501
167,7.507731699585686e-06,1.345492304193889e-05,101.93065881729126
168,7.703253454027569e-06,1.457600857192338e-05,102.60902214050293
169,7.2310649106650395e-06,1.36937367619506e-05,103.26913142204285
170,7.89592570200125e-06,1.5699971927345738e-05,103.92887663841248
171,1.0007572550406645e-05,1.594946731149574e-05,104.59194993972778
172,7.680694808003612e-06,1.2459978555668812e-05,105.25053215026855
173,7.399213178104082e-06,1.5895278529224244e-05,105.87885975837708
174,7.622572370085294e-06,1.2948586365520804e-05,106.5026605129242
175,8.526078339094e-06,1.4091622314124465e-05,107.13431978225708
176,7.143618455220843e-06,1.417359160630532e-05,107.77877283096313
177,7.999410428192423e-06,1.6905019273957506e-05,108.4204421043396
178,7.599033825607158e-06,1.5462371381165467e-05,109.09474802017212
179,7.517777855294214e-06,1.2980660358152818e-05,109.77566242218018
180,7.456327340897666e-06,1.3855909107601465e-05,110.44544124603271
181,7.72831515441736e-06,1.3355116330969878e-05,111.10616636276245
182,8.234463894331829e-06,1.3431763358012983e-05,111.82108974456787
183,7.19298596856117e-06,1.572646121381188e-05,112.52245831489563
184,7.77946992727379e-06,1.2784752067966132e-05,113.14999413490295
185,7.866028265500308e-06,1.1811180805044743e-05,113.82891845703125
186,7.192517479268372e-06,1.3031225788364293e-05,114.51257991790771
187,7.063386468429942e-06,1.4817828799360668e-05,115.18655896186829
188,8.018033814135498e-06,1.4331416837827603e-05,115.84107732772827
189,7.812269019448725e-06,1.147569260761953e-05,116.51998257637024
190,7.070252721926847e-06,1.2191190866291482e-05,117.29992985725403
191,7.621817234504675e-06,1.2543625543221885e-05,118.10645699501038
192,7.04495379815022e-06,1.1775538202723683e-05,118.84765338897705
193,7.33306655900541e-06,1.3556429690606244e-05,119.53120255470276
194,8.364914318287182e-06,1.4879320904675538e-05,120.32816481590271
195,7.948724042928105e-06,1.4346166096137367e-05,121.12066578865051
196,7.710628477553064e-06,1.41486933887192e-05,121.90281414985657
197,7.63820983697784e-06,1.3541154220535955e-05,122.813321352005
198,7.174534991431625e-06,1.137818263844024e-05,123.56066560745239
199,6.851571348864508e-06,1.097512215927031e-05,124.33232283592224
200,7.510552405146185e-06,1.4496698411998686e-05,125.05138683319092
201,7.1971239428069945e-06,1.1341594915704057e-05,125.75762677192688
202,6.904107750958651e-06,1.2213638928176207e-05,126.46663475036621
203,7.460704085833612e-06,1.3379316045112446e-05,127.18896222114563
204,6.815847550555214e-06,1.308487587347015e-05,127.9376573562622
205,7.638052134809867e-06,1.2797593148828622e-05,128.6890172958374
206,7.49027865680046e-06,1.2801272509644644e-05,129.3773169517517
207,6.510217828033961e-06,1.1642953199089455e-05,130.06028938293457
208,7.662247343906316e-06,1.3883005401192903e-05,130.73024892807007
209,7.883758842191933e-06,1.3959745369384454e-05,131.4142301082611
210,7.61179949469411e-06,1.2148420012900842e-05,132.17567014694214
211,6.517221228537433e-06,1.1940781796856524e-05,132.89573884010315
212,6.948808436318475e-06,1.4227631398378296e-05,133.6308081150055
213,7.134322055853104e-06,1.3987373377754989e-05,134.35922646522522
214,8.363709975137303e-06,1.3688537503093116e-05,135.09386253356934
215,6.714551535713227e-06,1.3587479701573678e-05,135.78549146652222
216,6.573723809173717e-06,1.0900344636002622e-05,136.4824628829956
217,6.666772680790355e-06,1.5053666186448233e-05,137.16428399085999
218,7.642171514538214e-06,1.157765228538354e-05,137.85658931732178
219,6.793988351722229e-06,1.5603155819157615e-05,138.54741525650024
220,8.03752783349555e-06,1.45193011052516e-05,139.25416493415833
221,7.385296306654726e-06,1.1906444647541356e-05,140.00053524971008
222,7.09058958063296e-06,1.1981110841174363e-05,140.73998355865479
223,6.532788463115871e-06,1.4643481134481601e-05,141.48698329925537
224,6.24003619834864e-06,1.271691439509181e-05,142.2436261177063
225,5.759028089452416e-06,1.189690604843247e-05,142.9792664051056
226,7.61910111865558e-06,1.1264798840899477e-05,143.69653058052063
227,7.18640930558693e-06,1.4660242287172417e-05,144.41916036605835
228,8.015633134585423e-06,1.319646769590253e-05,145.13990759849548
229,6.382425674030655e-06,1.419643013498818e-05,145.84658670425415
230,6.8757593633638925e-06,1.2884759581550187e-05,146.55590152740479
231,6.657322585535219e-06,1.2656943057019034e-05,147.39627885818481
232,6.607339910899896e-06,1.2752426041688408e-05,148.244225025177
233,7.5188867647001184e-06,1.2899769381310531e-05,149.01883101463318
234,7.456194540142538e-06,1.1812975733132762e-05,149.7702877521515
235,7.027066715726543e-06,1.049418753172165e-05,150.6740062236786
236,5.464447117054706e-06,1.1282009396220733e-05,151.52576613426208
237,6.808620749967368e-06,1.1602941545397353e-05,152.4403669834137
238,6.393240491510973e-06,1.1020874241314485e-05,153.3014097213745
239,6.55458819465231e-06,1.0397962039607154e-05,154.12132167816162
240,6.376707368474217e-06,1.3975916398164913e-05,154.8679666519165
241,6.688134093268783e-06,1.2735942682066028e-05,155.60619735717773
242,7.259619909013862e-06,1.7569181481225244e-05,156.3474051952362
243,7.2688801683165735e-06,1.3400065228457215e-05,157.0668659210205
244,6.42060628195122e-06,1.4536126342781117e-05,157.80113554000854
245,7.822094221700799e-06,1.122346062298744e-05,158.51545524597168
246,6.21687017984933e-06,1.1196518569336092e-05,159.23070812225342
247,7.497099425392209e-06,1.4179877918558063e-05,159.96005415916443
248,7.070554071228057e-06,1.2227587197955898e-05,160.6895034313202
249,5.873073072675928e-06,1.1905096880006649e-05,161.40760779380798
250,5.562908560900593e-06,1.2101392931532545e-05,162.13014101982117
251,6.823567171598431e-06,1.2943128838949495e-05,162.8823266029358
252,6.960679213469225e-06,1.32997837324724e-05,163.62513375282288
253,7.02975372338658e-06,1.6132697044069366e-05,164.3742938041687
254,7.582154472030247e-06,1.3364087189523772e-05,165.1182460784912
255,7.436179333100195e-06,1.2067525680138232e-05,165.8615562915802
256,6.2703290369447465e-06,1.1910717597557674e-05,166.58517742156982
257,6.267912790651887e-06,1.3659498448230554e-05,167.30683946609497
258,6.249984857242145e-06,1.2000527948646178e-05,168.03734493255615
259,6.2021585633080864e-06,1.384183563839289e-05,168.75087571144104
260,6.8632521149923674e-06,1.1303921129655453e-05,169.46999859809875
261,6.1257503283343155e-06,1.014894544685468e-05,170.21170258522034
262,6.890926176918339e-06,1.2478052241609084e-05,170.9624593257904
263,6.460797843677815e-06,1.218202494414924e-05,171.70335626602173
264,6.435795549564159e-06,1.215499045014716e-05,172.46680068969727
265,6.680121202317385e-06,1.2687383815905896e-05,173.22737979888916
266,7.097965170050128e-06,1.3543581258954298e-05,173.95999121665955
267,5.9920903084729076e-06,1.197931586703598e-05,174.687997341156
268,6.094011561694955e-06,1.2419799934867092e-05,175.40244579315186
269,6.797296664125099e-06,1.4192332550516732e-05,176.11211967468262
270,6.198355161071691e-06,1.0973482469839664e-05,176.81216168403625
271,6.156099992188446e-06,1.2146777042381714e-05,177.7062849998474
272,7.117315592400852e-06,1.2194232153254959e-05,178.54561376571655
273,7.364119989423912e-06,1.1936664117157203e-05,179.3243908882141
274,6.518258325636438e-06,1.4237960667857426e-05,180.1733980178833
275,6.882315833667026e-06,1.0829297364960186e-05,181.0735867023468
276,6.667733337474836e-06,1.1561831538701767e-05,181.94539713859558
277,5.7477304871950854e-06,1.313501297197116e-05,183.0103235244751
278,6.2917944768750735e-06,1.1460794528921966e-05,183.80754113197327
279,6.023041352452714e-06,1.2869614123171888e-05,184.59020686149597
280,7.271852448578744e-06,1.5295890194995336e-05,185.35082459449768
281,6.636661807966483e-06,1.4969562857050399e-05,186.12390303611755
282,6.372912719034677e-06,1.2002623798598276e-05,186.893413066864
283,5.910430292232967e-06,1.4290445529074037e-05,187.6590552330017
284,6.780336828257849e-06,1.360701137659644e-05,188.4104540348053
285,6.68175431555734e-06,1.1300970582057364e-05,189.139151096344
286,6.120721707429475e-06,1.1318361188548092e-05,189.8474462032318
287,5.741322862383086e-06,1.2316403782175326e-05,190.57608318328857
288,6.720502983553277e-06,1.1570498096446073e-05,191.33299112319946
289,5.58215049477149e-06,1.1997889009474915e-05,192.0567090511322
290,5.491090459967521e-06,9.80962253483016e-06,192.8303186893463
291,6.258463682619834e-06,1.304710201997917e-05,193.60771989822388
292,6.9428719290355595e-06,1.2581556497531857e-05,194.37362003326416
293,7.160238610798517e-06,1.3021297490922734e-05,195.13565039634705
294,6.243665447604748e-06,1.1484923765859588e-05,195.8788182735443
295,5.97973659472055e-06,1.5575587106387858e-05,196.58289623260498
296,6.23610540873932e-06,1.2588664751230589e-05,197.32598042488098
297,7.048676801636125e-06,1.5258091618214834e-05,198.02883291244507
298,8.232479673277415e-06,1.3029561493648187e-05,198.75889563560486
299,5.940422375024006e-06,1.1506550660520081e-05,199.49649620056152
300,5.810038355804817e-06,1.1771891865775408e-05,200.2605140209198
301,6.989429620241604e-06,1.2051874260647264e-05,201.0157434940338
302,6.50087780924221e-06,1.126162750482809e-05,201.78620386123657
303,5.93146346211677e-06,1.1359450420772927e-05,202.5892894268036
304,6.2938079397823026e-06,1.0847404705082571e-05,203.35406184196472
305,6.089386828354615e-06,1.3439763768451197e-05,204.08953857421875
306,5.815648780179808e-06,1.135418624817018e-05,204.81893706321716
307,7.032740205423047e-06,1.1352906272528528e-05,205.55678129196167
308,6.333270291612315e-06,1.2099557795719895e-05,206.2966935634613
309,5.979040040914081e-06,1.225959368075334e-05,207.07076025009155
310,6.282700110277685e-06,1.2987234393083874e-05,207.9830822944641
311,5.9128986644857454e-06,1.329111674876222e-05,208.8129358291626
312,6.250634736245436e-06,1.2352151287227052e-05,209.57728910446167
313,5.8462900300693405e-06,1.1885469178461008e-05,210.44132947921753
314,6.582292960015235e-06,1.1993199873531807e-05,211.28645396232605
315,6.214709985372359e-06,1.0621127111784218e-05,212.1598949432373
316,5.946486983763946e-06,1.1972447483930398e-05,213.12588143348694
317,5.9617210941148565e-06,1.08892681993571e-05,213.92432808876038
318,5.752739139896761e-06,1.2634769495601671e-05,214.71152901649475
319,7.0108716159846226e-06,1.1539015373227237e-05,215.4563491344452
320,5.8152258208310425e-06,1.1860715110028823e-05,216.19593214988708
321,6.651310766715388e-06,1.118851494976309e-05,216.96032333374023
322,6.065983140438322e-06,1.1701208401248124e-05,217.71047687530518
323,6.493812275431364e-06,1.5056555748972791e-05,218.44342184066772
324,7.596905913107066e-06,1.3110547414829784e-05,219.1800663471222
325,6.0240419927617004e-06,1.1439090859669164e-05,220.06164693832397
326,5.582519626853154e-06,1.0797816705373315e-05,220.86655616760254
327,5.3160915697005e-06,1.1309210503320254e-05,221.603200674057
328,5.985388770132673e-06,1.3094223919048275e-05,222.34112358093262
329,6.163413646614577e-06,1.2325077362600243e-05,223.09443473815918
330,6.121803963265011e-06,1.1374168975002064e-05,223.86526942253113
331,6.971851999928106e-06,1.2236541213588922e-05,224.62675881385803
332,5.50508675674652e-06,1.0813484844024796e-05,225.3947811126709
333,5.605355004800962e-06,9.899338232272281e-06,226.1260130405426
334,5.962285268497609e-06,1.1349936363630253e-05,226.8492043018341
335,6.450087722694621e-06,1.1881992093871695e-05,227.56719517707825
336,7.864235556280329e-06,1.0387604506716723e-05,228.27536702156067
337,6.095611467481793e-06,1.3537125573460383e-05,228.98010683059692
338,5.998071226992314e-06,1.2529558702387671e-05,229.7203722000122
339,5.828197648830442e-06,1.1031083877702557e-05,230.4657118320465
340,5.648136896063091e-06,1.1646005100661984e-05,231.206316947937
341,5.517343948557567e-06,1.1093924455698343e-05,231.96926164627075
342,5.877672821063574e-06,1.3635344300923805e-05,232.73646926879883
343,6.132879547840856e-06,1.1783294082847476e-05,233.47022247314453
344,5.843465738833245e-06,1.1456588855610249e-05,234.18688321113586
345,5.67928276949898e-06,1.2342646647383948e-05,234.9103491306305
346,7.1162720656392225e-06,1.1444802356879646e-05,235.61609172821045
347,7.129862812773946e-06,1.0420047621802859e-05,236.33138275146484
348,5.291442686195395e-06,1.3035360731194061e-05,237.11511254310608
349,5.420319610220468e-06,1.1706601612728908e-05,238.02958178520203
350,5.4727951430014715e-06,1.1262779279132712e-05,238.86528944969177
351,5.0195659930239795e-06,1.200798384806022e-05,239.65439367294312
352,7.046669481450301e-06,1.306823061803456e-05,240.55605554580688
353,5.901739700602891e-06,1.4728794874688994e-05,241.42487502098083
354,6.4236548893042925e-06,1.197568954472744e-05,242.32820868492126
355,5.6731743364807905e-06,1.2325281509623017e-05,243.31731295585632
356,5.710570438389197e-06,1.0982558504548262e-05,244.15626907348633
357,5.205032709655322e-06,1.1116203023459692e-05,245.00891256332397
358,5.990084294414458e-06,1.0345772381374963e-05,245.89347004890442
359,5.961645884278627e-06,1.173788133730594e-05,246.70242738723755
360,6.04286617000033e-06,1.2806159247702453e-05,247.4823033809662
361,5.68107202670712e-06,1.123661752588512e-05,248.22625851631165
362,6.330302329997111e-06,1.1132679944665465e-05,248.948246717453
363,7.249014311636624e-06,1.1665817374947277e-05,249.6822907924652
364,6.308777254964106e-06,1.129559677792713e-05,250.4065957069397
365,5.0627182571161344e-06,9.746149472344837e-06,251.11269688606262
366,4.861138806675193e-06,1.2394576929815414e-05,251.8762550354004
367,5.083529810309728e-06,1.1368923613973274e-05,252.6432385444641
368,6.1892545355235436e-06,1.2450226182132795e-05,253.41377711296082
369,6.3106249421218e-06,1.4915079663285124e-05,254.16537356376648
370,5.993266750766153e-06,1.6177232760416204e-05,254.92319130897522
371,6.191621227430958e-06,1.0510365393224962e-05,255.635272026062
372,5.006914132089139e-06,9.98398119999008e-06,256.35685420036316
373,5.5384728006255914e-06,1.153790468736047e-05,257.06477189064026
374,5.821208645511869e-06,1.1616683417442697e-05,257.77816677093506
375,5.868557018867416e-06,1.7400612613286447e-05,258.53994846343994
376,5.7118284475379486e-06,1.0660879222743023e-05,259.32118225097656
377,5.6364550177655915e-06,1.0832567913664057e-05,260.0992941856384
378,7.065381945570939e-06,1.113857187296093e-05,260.86955976486206
379,5.781883893256474e-06,1.0906360906038928e-05,261.6248285770416
380,4.8899343177015926e-06,1.3860337178271096e-05,262.3861331939697
381,6.017413688358663e-06,1.0679701356625455e-05,263.13889265060425
382,5.59103837338207e-06,1.1663026331421584e-05,263.8626494407654
383,6.1112636076039566e-06,1.0860011593937503e-05,264.6054108142853
384,5.839535894313866e-06,1.1158649705308402e-05,265.33726835250854
385,5.47275055378878e-06,1.2342069607533446e-05,266.0773854255676
386,5.98607793102574e-06,1.1248904885650507e-05,266.846444606781
387,6.332187403779663e-06,1.1790117477624946e-05,267.7763900756836
388,5.322916278467378e-06,1.1084735281000104e-05,268.65092515945435
389,5.432622878253516e-06,9.422535525498208e-06,269.4592320919037
390,5.543862424095157e-06,1.0980059063444106e-05,270.33958888053894
391,5.4576505728398104e-06,1.0714868817040387e-05,271.2640302181244
392,6.396610943032686e-06,1.1441183405507598e-05,272.21033239364624
393,5.504655852394916e-06,1.1530669527491216e-05,273.21557688713074
394,6.054981956451822e-06,1.1064652797565803e-05,274.0737416744232
395,5.369892033587049e-06,1.258023488660427e-05,274.910293340683
396,5.7866801121134066e-06,1.0502578216122096e-05,275.6970236301422
397,5.9671598898658615e-06,1.3767605443856063e-05,276.4734990596771
398,6.832203171026963e-06,1.2359454310943057e-05,277.2414503097534
399,6.349755945127679e-06,1.238673483477456e-05,277.9789397716522
400,4.9080939579624146e-06,1.0548116253193246e-05,278.7063207626343
401,5.237136210548132e-06,1.1595158970452804e-05,279.45157861709595
402,5.008399678360864e-06,1.1272902478986343e-05,280.1846601963043
403,4.682923951133472e-06,1.3588690446248378e-05,280.92106223106384
404,5.221473360617352e-06,1.012157011683496e-05,281.6860065460205
405,5.891537103088457e-06,1.2833770649160237e-05,282.454519033432
406,6.390437223259438e-06,1.1326242875389952e-05,283.2192142009735
407,5.262808866909575e-06,1.1190500756612569e-05,283.98176741600037
408,6.093519372510268e-06,1.1340722825410967e-05,284.7644045352936
409,5.514424243191201e-06,1.1736835375226683e-05,285.48819303512573
410,6.018652534918966e-06,9.850115489664663e-06,286.21273040771484
411,5.609165751279718e-06,1.0624675574438732e-05,286.93240189552307
412,5.1494046931675086e-06,1.1959762795862545e-05,287.643944978714
413,5.587629175352049e-06,1.308688665112986e-05,288.34928035736084
414,5.645353834284897e-06,1.0014974076845728e-05,289.1114547252655
415,5.592464092772682e-06,1.0705774373698521e-05,289.8747947216034
416,5.667145446474465e-06,1.3556655872728502e-05,290.6233808994293
417,6.958102402134096e-06,1.1826590114743581e-05,291.3859233856201
418,5.658656193144345e-06,1.0463131042043539e-05,292.1416075229645
419,5.106157337481542e-06,9.737557222620183e-06,292.86549520492554
420,4.80877360460929e-06,1.0296321677949752e-05,293.6242666244507
421,5.076045357573065e-06,1.1284957359242106e-05,294.34524416923523
422,5.315750475044962e-06,1.0512547078178613e-05,295.0601522922516
423,5.440265619389961e-06,1.1081897430156897e-05,295.7890667915344
